tac,cell,countyId,latitude,longitude
5636138,1077481497,630104,37.50068,102.59172
23599,85240729,630121,37.636741,102.624211
5636143,1074049048,630102,37.44167,102.67305999999999
38679,162932762,632223,38.030555,101.548888
5636144,1078415386,630102,37.44178,102.70242
38680,117179608,632222,38.510833,101.620833
5636155,1078018084,630105,37.60369,102.61018
38682,162917144,632221,38.265555,102.554722
38699,161501208,630105,37.523888,102.498333
38699,85245723,630103,37.4675,102.65027
38701,116436185,630106,37.504166,102.386944
5681176,1258397722,632301,36.39722,102.90417
38701,250683484,630123,37.548333,102.096388
38701,85069595,630123,37.430452,102.012702
38702,161777455,630106,37.321045,102.472692
38702,85046958,630106,37.31666,102.44861
38703,161840183,630121,37.927222,102.515
23606,162127640,630102,37.44307,102.67047
38703,161950746,630121,37.812222,102.520833
38680,162887706,632224,38.573934,101.436058
38703,85235619,630121,37.655277,102.606944
38681,162976792,632224,38.2,101.38027699999999
38705,161876249,630104,37.4825,102.620555
38682,162914079,632221,38.309444,102.221388
38705,251579492,630105,37.498888,102.638611
38695,116431705,630105,37.56,102.62222
38707,116501208,630104,37.502029,102.596192
38695,251561048,630105,37.51391,102.62558
38708,116688857,630105,37.521221,102.568162
38696,251554402,630103,37.471379999999996,102.61666
38708,84946328,630104,37.505,102.55
38699,161582361,630104,37.503887999999996,102.499444
38700,161563162,630105,37.591388,102.623888
38710,161546776,630102,37.455,102.669444
38701,161693465,630123,37.357045,102.007862
38701,161772599,630106,37.459722,102.257222
38701,251528568,630123,37.539277,102.127545
38712,163175192,630202,37.28205,103.47273
38702,161676579,630106,37.366799,102.495376
38702,250734168,630106,37.395277,102.521944
38702,251568217,630106,37.259166,102.340555
38713,85342105,630223,37.73233,102.90535
38703,161855006,630121,37.86,102.363611
38714,163119896,630222,36.914989999999996,103.65253
38705,164,630105,37.513889999999996,102.62556
38705,251554906,630104,37.494166,102.617777
38715,116611807,630203,41.40179,106.83855
38715,162435617,630203,37.38415,102.85177
38708,162091810,630104,37.508333,102.588055
38716,162364697,630224,36.81841,102.91502
38716,85965722,630224,36.95744,103.11909
38710,116857304,630102,37.449839,102.66113299999999
38712,162521113,630202,37.28227,103.48456
38729,117024734,632324,34.992777,102.549722
38713,116553434,630223,37.68629,102.84075
38743,33,632524,35.88361,101.05528
38713,162386719,630223,37.63962,102.77799
38745,85617055,632525,36.869721999999996,102.0
38713,162516760,630223,37.57088,102.99205
38746,85610906,632523,36.916111,102.303888
38713,162528539,630223,37.46129,102.85463
38747,162627116,632521,37.171110999999996,100.540277
38747,162710810,632521,37.437222,101.347222
38713,85414040,630223,37.68358,102.82713
38759,163273752,632621,35.28254,101.16305
38714,162447130,630222,37.09712,103.48214
38714,85272985,630222,37.00672,103.70119
38763,251146585,632622,33.777777,101.054166
38775,163036184,632723,34.88619,98.1031
38716,162364698,630224,37.817383,102.907843
38776,117280472,632701,33.88052,97.78509
38776,251056216,632701,33.74689,97.61223
38727,163367710,632301,36.32102,103.10177
38776,85904027,632701,33.86119,97.87387
38728,163365402,632322,36.982222,102.608333
38778,163096600,632722,33.75631,96.13265
38729,163442970,632324,35.600555,102.473611
38780,85870499,632726,35.00262,96.6735
38744,163431965,632522,36.056388,101.430277
38792,163496729,632802,38.181779999999996,98.25231
38746,162623512,632523,36.852222,102.328333
38793,162752800,632822,37.15325,98.95236
38797,117085656,632821,37.5023,99.30846
38824,116838873,632801,37.249719999999996,95.75131
38759,101,632621,35.56972,101.10167
38761,163194906,632623,35.00941,101.05442
38827,116825304,632801,37.21384,96.23609
38762,250881114,632625,34.288055,102.334722
38827,162193188,632801,37.30659,95.66107
38776,116746970,632701,33.79395,97.95111
38827,250955100,632801,36.686659999999996,95.21132
38776,163046426,632701,33.65162,98.05286
38839,251464035,630102,37.448333,102.685277
38776,85878941,632701,33.86119,97.87386
38841,161966372,630102,37.473888,102.674444
38843,117427417,630102,37.467945,102.736178
38791,117056488,632802,38.70887,96.22746
38844,161971742,630104,37.503054999999996,102.579166
38792,117084890,632802,37.736399999999996,97.65701
38845,161766701,630106,37.683333,102.276388
38792,163449368,632802,38.22995,98.22188
38845,162126616,630121,37.668611,102.518055
38793,163527705,632822,37.2955,97.35041
40959,116601561,630203,37.3567,102.96873
38795,163461913,632803,39.4046,93.04495
38796,251330393,632823,38.894439999999996,100.33444
38797,163550235,632821,37.71405,99.77436
38824,162259480,632801,37.26399,95.77452
5636137,1074413594,630103,37.491659999999996,102.64261
38824,85465248,632801,37.29212,95.76241
5636138,1074798616,630104,37.49694,102.61417
38827,162233626,632801,36.56581,95.26149
38841,182,630102,37.48075,102.67325
38842,84999842,630102,37.46861,102.65527
38845,161835040,630121,37.678888,102.574722
38845,251502684,630105,37.598888,102.603333
5636126,1076154394,630123,37.54972,102.13028
5668888,1208336408,632521,37.15806,101.4775
23602,85258394,630103,37.48722,102.64889
38679,85749421,632223,37.7175,101.8875
38681,162870041,632224,38.506666,101.257222
38682,117192665,632221,38.259166,102.318333
38682,162918170,632221,38.095833,102.874444
38695,84935967,630105,37.528611,102.610277
38681,117203160,632224,38.640277,101.16
38697,161503768,630103,37.435,102.605833
38698,117413081,630103,37.4584,102.602157
38695,250657626,630105,37.520832999999996,102.615
38699,161480986,630105,37.534444,102.517222
38696,251529314,630103,37.47694,102.62472
38699,250615651,630105,37.523888,102.538055
38700,161810971,630105,37.568213,102.612118
38701,161698584,630123,37.335083,102.00755
38699,85041056,630105,37.51361,102.46194
38701,95,630106,37.45972,102.25722
38702,161800991,630106,37.40806,102.18389
38701,161807130,630106,37.5217,102.385
38702,85105309,630106,37.431666,102.469444
38701,251484249,630123,37.663333,102.015277
38703,161812771,630121,37.811944,102.544444
38701,85167518,630106,37.518611,102.383611
38705,161601580,630104,37.48888,102.61333
38702,161773594,630106,37.334444,102.666111
38706,84978328,630103,37.47333,102.64027
38702,85118636,630106,37.3175,102.50138
38707,116429789,630104,37.497777,102.615277
38703,161842204,630121,37.903332999999996,102.356666
38707,85077915,630105,37.504722,102.607222
38703,250643299,630121,37.898055,102.669722
38708,162098969,630105,37.515555,102.585277
38705,161912099,630104,37.494166,102.620833
38706,116499162,630103,37.481111,102.638333
38706,250841945,630105,37.494695,102.649171
38709,85165912,630103,37.48083,102.6275
38708,116670436,630104,37.51155,102.537106
38708,162133530,630104,37.5025,102.567222
38711,163139616,630224,36.74737,103.13115
38709,161589529,630103,37.480555,102.662777
38712,162331929,630202,37.3459,103.14684
38710,251582563,630102,37.458332999999996,102.660833
38713,116585689,630223,37.694739999999996,102.81069
38712,162283544,630202,37.34342,103.25988
38714,116614360,630222,37.2185,103.6952
38713,116593117,630223,37.69121,102.82185
38713,162418718,630223,37.55012,103.06309
38715,116626139,630203,37.37939,102.84014
38713,85960346,630223,37.66318,102.80916
38715,251451736,630203,37.40536,102.82928
38714,162299420,630222,37.17859,103.67913
38715,85355160,630203,37.356,102.96951
38716,85803928,630224,36.86908,102.89119
38714,85834655,630222,37.053309999999996,103.63192
38727,163411742,632301,36.210613,102.809856
38715,162315292,630203,37.287639999999996,102.80692
38729,117022680,632324,35.43,102.7375
38715,165701644,630203,37.35989,102.95016
38729,163407385,632324,35.452222,102.394166
38716,162335513,630224,37.08681,102.84175
38743,162684702,632524,36.777499999999996,101.085833
38744,162543640,632522,36.108889,101.446667
38716,85842076,630224,36.783879999999996,102.91319
38745,116955609,632525,36.44388,101.61361
38727,163425054,632301,36.1590797,103.0786515
38729,163443743,632324,35.598888,102.451666
38746,162718240,632523,36.929444,102.327222
38743,162546458,632524,36.4425,100.850278
38747,162556962,632521,37.166389,101.451944
38744,162542874,632522,36.121667,101.420833
38747,162640665,632521,37.398888,101.5
38746,162568224,632523,36.91389,102.25556
38747,162579737,632521,37.22,101.68083299999999
38747,85615008,632521,37.15,101.488333
38747,162680860,632521,37.494721999999996,100.2825
38760,250897753,632624,34.475,100.662222
38747,85599131,632521,37.123055,101.476111
38759,163237914,632621,35.54159,101.55175
38762,251139931,632625,34.162222,102.4
38760,163275288,632624,34.59812,100.50955
38763,251147098,632622,33.80618,101.0028
38775,116736985,632723,35.14455,97.92914999999999
38762,250875992,632625,34.504444,102.109722
38776,85889434,632701,33.85944,97.86323
38775,163069977,632723,34.01202,97.9928
38776,37,632701,33.85676,97.86445
38791,162844441,632802,38.52816,96.32594
38776,251067994,632701,33.86383,97.35507
38793,117058009,632822,36.9827,99.04743
38777,251017561,632725,33.06092,97.31431
38793,163494684,632822,37.22832,96.98159
38794,85484312,632801,38.90354,93.77379
38779,163113246,632724,34.752919999999996,94.53076
38797,162761752,632821,37.7859,99.33708
38791,162781721,632802,38.74219,96.16482
38824,116811224,632801,37.253099999999996,95.76945
38792,162730278,632802,38.23289,98.22004
38824,162209312,632801,37.222,95.71188
38827,162148633,632801,37.23411,95.83049
38794,116804058,632803,39.07069,92.92147
38827,162193436,632801,37.605959999999996,94.48527
38824,116837848,632801,37.26754,95.73382
38827,250989912,632801,38.04707,95.13217
38839,116673754,630102,37.434166,102.681388
38827,162231833,632801,37.66195,96.20529
38840,85255838,630102,37.423611,102.701111
38827,251000922,632801,37.33402,94.24103
38843,161575967,630102,37.42144,102.738518
38839,116501724,630102,37.453611,102.686666
38844,251581786,630104,37.49,102.59444
38839,161661209,630102,37.44,102.696666
38845,250842969,630106,37.64416,102.25805
38841,117390808,630103,37.472733,102.668297
38842,85709208,630103,37.474444,102.648611
38845,161808941,630121,37.62,102.61611
5636124,1077714968,630105,37.53694,102.50889
38845,161823523,630121,37.666944,102.604722
5636120,1078120472,630105,37.52115,102.61513
5636135,1076404249,630105,37.55028,102.60028
5636138,1074671642,630104,37.50167,102.59833
5636124,1076563994,630105,37.519999999999996,102.52167
5636139,1075912729,630104,37.50889,102.57056
5636128,1075093530,630104,37.492869999999996,102.62027
5636153,1076846618,630102,37.41861,102.73306
5636143,1076109338,630102,37.4479,102.6649
5636152,1074212890,630103,37.4675,102.65028
5672985,1224839192,632223,37.81417,101.7625
5681176,1258405913,632301,36.36167,102.87667
5685272,1275256858,632621,35.32722,101.11194
23623,163353625,632301,36.37944,102.87443999999999
38679,162972704,632222,37.846944,101.796111
23599,85241242,630121,37.766758,102.601652
38680,162955038,632222,38.7930919,101.2156597
38680,162897178,632222,39.047845,101.093286
38682,162949146,632221,38.193611,102.584722
38682,117200860,632221,38.435833,102.267777
38683,162985240,632221,38.339166,102.339722
38682,85745565,632221,38.241944,102.466111
38696,159,630104,37.45972,102.60583
38695,250802010,630105,37.528055,102.606111
38698,162069017,630103,37.403888,102.566388
38696,250617690,630103,37.44555,102.61833
38699,161507609,630105,37.514165999999996,102.530833
38697,84949912,630103,37.417777,102.596111
38701,161541412,630106,37.551944,102.39
38698,162032670,630103,37.395832999999996,102.570555
38701,250684250,630123,37.557221999999996,102.094444
38699,250667612,630104,37.52805,102.48472
38702,117414619,630106,37.303641,102.414186
38699,85241628,630121,37.62,102.616111
38702,161787673,630106,37.263333,102.615555
38701,161686808,630123,37.558054999999996,102.090555
38703,161851929,630121,37.848333,102.341111
38701,161772581,630106,37.45972,102.25722
38703,85250724,630121,37.802777,102.533888
38701,85074328,630123,37.423611,102.124166
38705,116418139,630104,37.486111,102.621111
38702,161676570,630106,37.357222,102.476111
38706,161580575,630103,37.478333,102.632222
38702,250739544,630106,37.358610999999996,102.431388
38702,85058723,630106,37.305,102.645
38708,161997598,630104,37.50111,102.53888
38703,161852440,630121,37.963055,102.287222
38703,85067422,630121,37.942777,102.284166
38710,161541657,630102,37.464444,102.678333
38705,85119389,630104,37.490555,102.615277
38711,116532956,630225,36.71007,103.34909999999999
38711,85408416,630225,36.71522,103.14108
38712,163167258,630202,37.33907,103.25963
38709,84977560,630102,37.47777,102.6525
38713,251105625,630223,37.55855,102.99219
38710,250784350,630102,37.451111,102.665555
38711,251117916,630225,36.6231,103.14583999999999
38714,116587481,630222,37.18398,103.69126
38711,85959832,630225,36.70596,103.33931
38712,251133786,630202,37.35347,103.24182
38715,162267169,630203,37.35987,102.96946
38713,162292257,630223,37.70287,102.82556
38715,85278363,630203,37.282379999999996,102.80001
38713,162507552,630223,37.5603,102.74222
38716,162447384,630224,36.84108,103.49046
38714,116539612,630222,37.18739,103.68359
38714,163141400,630222,37.18636,103.67417999999999
38714,85276313,630222,37.186099999999996,103.66094
38728,163344670,632322,36.80333,102.90306
38714,85829277,630222,36.8656,103.7205
38715,116611800,630203,37.40179,102.83855
38730,163429664,632323,35.903611,102.341388
38715,163128103,630203,37.36657,102.91714999999999
38716,162335516,630224,37.08681,102.84175
38744,162703388,632522,35.930833,101.325277
38747,162629415,632521,37.222777,101.336388
38727,163327327,632301,36.055,103.113611
38727,228,632301,36.405546,103.068984
38761,163285536,632623,34.93428,101.56353
38730,163372060,632323,36.091111,101.856389
38762,163224607,632625,34.51273,101.41293
38745,162608696,632525,36.66388,101.96944
38764,89,632626,35.77222,99.06694
38746,162700832,632523,36.895277,102.313333
38776,117279449,632701,33.88184,97.79225
38746,85608098,632523,36.791388,102.248611
38776,163084824,632701,33.87011,97.82608
38747,162555674,632521,37.076944,101.544444
38759,163190041,632621,35.33046,101.10325
38779,116732376,632724,34.62575,96.66991
38762,163249688,632625,34.23277,102.18149
38792,162727197,632802,38.23526,98.22838
38763,251147609,632622,33.749641,101.583522
38793,162737688,632822,36.944359999999996,98.64318
38775,163022427,632723,34.40956,97.56119
38795,250987865,632803,39.42322,93.88669
38776,163048992,632701,33.826589999999996,97.07241
38797,163464217,632821,37.62677,100.01421
38777,116722904,632725,33.39835,97.0685
38827,117122285,632801,37.24447,95.14405
38827,250975832,632801,35.23423,93.03887
38792,162731292,632802,38.22995,98.24039
38840,161501466,630102,37.431666,102.708333
38792,251268196,632802,38.262482,97.907947
38841,161597465,630102,37.47777,102.66583
38793,162744856,632822,36.88246,98.67843
38843,161667096,630102,37.428611,102.741111
38793,163467045,632822,37.278059999999996,97.18401
38844,161483036,630104,37.501388,102.579444
38794,163459103,632803,38.92072,92.03512
38845,161785656,630106,37.641388,102.360833
38824,116831193,632801,37.24414,95.79181
38845,162081306,630121,37.726943999999996,102.62
38852,161950266,630102,37.430081,102.767272
38827,162172449,632801,37.3191,95.65967
5636122,1075879962,630103,37.42272,102.59147
38827,250996312,632801,35.35756,93.58826
38827,85514904,632801,36.2164,94.25756
38839,250674776,630102,37.45194,102.68138
5636127,1076674586,630106,37.37972,102.49722
38840,161534744,630102,37.437777,102.706388
5636128,1074081818,630104,37.48833,102.61778
38842,161935896,630103,37.47,102.6525
38843,85583005,630102,37.425555,102.739444
38845,165,630105,37.60369,102.61018
38845,162020633,630106,37.600277,102.533333
5636144,1076822040,630102,37.44122,102.69973
38853,54,630121,37.777499999999996,102.57861
5636121,1078464536,630104,37.47985,102.62542
5636124,1077088282,630105,37.528059999999996,102.49972
5636126,1074442266,630123,37.53111,102.13361
5636128,1075449882,630105,37.49722,102.63778
5636138,1075474456,630104,37.49394,102.60826
5636140,1074171929,630102,37.48139,102.6575
5636144,1077178392,630102,37.43444,102.70444
5636152,1074389018,630102,37.47528,102.64639
5685272,1277313050,632621,35.33086,101.08979
23608,85321880,630202,37.346546,103.267256
38681,117183704,632224,38.216388,100.936111
38682,162905398,632221,38.35888,102.18111
38695,116666841,630105,37.508055,102.626111
38696,250705754,630103,37.466944,102.621388
38700,161548312,630105,37.57,102.615833
23599,85211034,630121,37.66708,102.63031
38701,161681434,630123,37.545555,102.115277
38679,85780898,632222,37.81861,101.7625
38701,250807386,630123,37.602776999999996,102.090555
38680,85742235,632222,39.035555,101.106944
38701,85104541,630123,37.38166,102.02194
38702,162064408,630106,37.306666,102.463611
38696,161881114,630104,37.470555,102.608333
38702,32,630106,37.41083,102.3875
38703,94,630121,37.81143,102.53899
38705,161564189,630104,37.490833,102.631388
38700,161491754,630105,37.572222,102.621666
38705,250680920,630104,37.484166,102.621388
38701,116404442,630106,37.509166,102.389166
38706,161602840,630103,37.489444,102.642222
38701,161809443,630106,37.50138,102.40333
38702,116449509,630106,37.351666,102.502222
38708,216,630104,37.50556,102.54639
38702,162121759,630106,37.4125,102.376388
38709,217,630103,37.48056,102.66278
38702,250869336,630106,37.255,102.658333
38710,161527576,630102,37.456666,102.680555
38703,161825570,630121,37.898333,102.669444
38711,162363945,630225,36.50902,103.50792
38703,162079266,630121,37.97,102.424166
38712,116635610,630202,37.34163,103.27336
38703,85562264,630121,37.8925,102.387222
38712,251460441,630202,37.339819999999996,103.26813
38705,161999384,630104,37.480277,102.6125
38706,117382104,630104,37.489722,102.626944
38713,162350371,630223,37.74575,102.8936
38706,251551833,630104,37.488333,102.635833
38713,162397978,630223,37.66214,103.02132
38707,85099171,630104,37.498611,102.598055
38713,251642730,630223,37.702955,102.817489
38708,162058264,630105,37.520555,102.575277
38708,85029022,630105,37.511944,102.585
38714,85928346,630222,37.19242,103.66882
38709,85138265,630102,37.48055,102.66277
38710,85091738,630102,37.457777,102.6825
38716,163167774,630224,36.859899999999996,102.87785
38711,162450200,630225,36.57998,103.33759
38727,163368479,632301,36.345555,102.915
38712,41,630202,37.2701,103.46303
38728,117010393,632322,36.581944,102.828888
38712,85264025,630202,37.3348,103.25248
38730,163406137,632323,35.98611,102.31888
38713,162367256,630203,37.44032,102.9451
38743,162662943,632524,36.308054999999996,101.044166
38713,251080796,630223,37.74088,102.80008
38744,251332952,632522,35.590555,101.894722
38714,162299162,630222,37.19273,103.659
38745,162724889,632525,36.324722,101.475833
38714,162477593,630222,36.77177,103.76528
38746,162649630,632523,36.717777,102.427777
38714,85376667,630222,37.17796,103.68966999999999
38746,85625241,632523,36.9075856,102.3173975
38714,85846425,630222,37.01643,103.58038
38747,162552864,632521,37.32111,101.69944
38715,162281496,630203,37.362249999999996,102.96873
38759,163191324,632621,35.33361,101.09833
38716,163153955,630224,36.97967,103.1054
38716,85805976,630224,36.87517,102.87404
38762,163223588,632625,34.30762,102.05521
38728,117043229,632322,36.888212,102.675909
38763,163245593,632622,33.80958,101.59213
38729,163387422,632324,35.312222,102.361944
38775,85871514,632723,34.39513,97.57347
38743,85613466,632524,36.457499999999996,100.851666
38777,116723677,632725,33.29339,97.28647
38745,162589216,632525,36.421110999999996,101.948333
38778,163025945,632722,33.80218,96.71194
38746,162567192,632523,36.897038,102.254127
38791,251294041,632802,38.11435,96.49406
38746,162651928,632523,37.060555,102.2175
38797,38,632821,37.86682,99.6804
38747,162592031,632521,37.094166,101.510277
38747,85607341,632521,36.868888,101.453611
38759,251166808,632621,35.346666,101.091666
38827,162189848,632801,36.85257,95.68524
38760,250897241,632624,34.721388,100.504722
38827,94,632801,35.07689,93.30024
38762,163300633,632625,34.20781,102.31118
38839,250703448,630104,37.44027,102.69360999999999
38840,161517850,630102,37.443329999999996,102.71527
38841,250819672,630102,37.471944,102.670833
38776,163039257,632701,33.90849,98.0141
38844,85020317,630104,37.50402,102.576164
38845,85545625,630121,37.692777,102.473055
38777,251012189,632725,33.07004,97.32906
5636120,1075159064,630105,37.52361,102.62556
38792,162730266,632802,38.232839999999996,98.22006999999999
38793,163496217,632822,37.242869999999996,98.94392
38795,163477278,632803,39.78,94.50197
38797,163559465,632821,37.60291,99.94081
38824,162154787,632801,37.26983,95.77283
5636137,1074303000,630103,37.48972,102.63917
38827,117122042,632801,37.2435,95.14936
38827,162246427,632801,36.08285,93.94777
38839,85137563,630102,37.451111,102.674166
38841,251472473,630103,37.474166,102.661666
38845,161770268,630106,37.585277,102.44277699999999
5636120,1075302424,630105,37.533609999999996,102.61639
5636137,1074413592,630103,37.491659999999996,102.64261
5672986,1224974361,632222,39.04722,101.1025
5636155,1074114584,630121,37.77167,102.57306
5681178,1258315800,632324,35.59694,102.48083
23576,85742234,632222,39.035561,101.10712
23599,85236889,630121,37.815833,102.541111
38679,85737626,632223,37.81583,101.76611
38681,162867992,632224,38.128889,100.741111
5672985,1224818713,632223,37.81944,101.75944
38696,250629987,630104,37.479169999999996,102.62278
38699,250661210,630105,37.513611,102.461944
38700,161952032,630105,37.589999999999996,102.606666
38701,161795865,630106,37.5525,102.2925
5685277,1275297818,632626,35.77222,99.06694
38702,161761069,630106,37.43972,102.38110999999999
38702,85083320,630106,37.30556,102.50139
23591,162108954,630100,37.500121,102.644391
38703,161647384,630121,37.810555,102.540833
35777,117249240,632725,33.19104,97.25813
38703,161837848,630121,37.863611,102.421388
38680,162922008,632222,38.889165999999996,101.583611
38703,161860900,630121,37.8875,102.41416
38681,162892312,632224,38.138888,101.111666
38704,117416921,630105,37.556316,102.621988
38682,162974008,632221,38.308887999999996,102.284722
38705,250747224,630104,37.482222,102.620555
38682,85761177,632221,38.2325,102.482222
38706,250753112,630102,37.48333,102.6375
38696,161677085,630104,37.463055,102.611666
38707,85673372,630104,37.504722,102.595833
38698,161544997,630103,37.40611,102.57972
38708,161913634,630104,37.51027,102.55805
38700,251512671,630105,37.592777,102.608611
38709,161521176,630102,37.4875,102.65444
38709,85166426,630103,37.48583,102.65527
38701,161721369,630123,37.574166,101.983055
38710,250740827,630102,37.455,102.669444
38701,85050264,630123,37.549722,102.118888
38711,251607897,630225,36.72207,103.35179
38702,161769270,630106,37.329444,102.374722
38712,116633562,630202,37.35637,103.26936
38702,162027545,630106,37.3975,102.423333
38712,162359320,630202,37.221379999999996,103.11867
38703,161839920,630121,37.824163,102.624027
38712,162482202,630202,37.41159,103.59524
38703,85073560,630121,37.7875,102.547222
38705,251555172,630104,37.484166,102.615277
38712,85979544,630202,37.3398,103.21747
38706,161558814,630103,37.480277,102.642777
38713,41,630223,37.56031,102.74222
38706,251534937,630104,37.488611,102.630555
38714,116537818,630222,37.17796,103.68965
38708,161586724,630104,37.503887999999996,102.573888
38714,162387225,630222,37.13543,103.55795
38708,162037539,630104,37.510277,102.567222
38714,163163162,630222,36.72714,103.66479
38708,251619684,630104,37.504444,102.583888
38714,85266075,630222,37.18162,103.66277
38714,85828506,630222,37.1516,103.79349
38711,162309661,630225,36.63834,103.24925
38711,95,630225,36.71841,103.13184
38727,163403804,632301,36.35359,102.826847
38727,93,632301,36.38944,102.88306
38743,162545688,632524,36.454722,100.854722
38712,85979812,630202,37.3398,103.21747
38743,54,632524,36.458059999999996,100.84472
38713,163146264,630223,37.69307,102.79312
38746,162589730,632523,36.8225,102.33638
38714,162388511,630222,36.84984,103.77682
38746,85625500,632523,36.9066177,102.31586539999999
38747,162553634,632521,37.4775,101.133611
38714,85794968,630222,37.14053,103.40747
38715,162267672,630203,37.38303,102.88813
38759,163287576,632621,35.34689,101.09199
38760,91,632624,34.995,100.18639
38716,162448152,630224,36.87944,103.05188
38775,116738271,632723,33.93776,98.15137
38727,163346201,632301,36.384444,102.878611
38776,161971547,632701,33.74689,97.61223
38728,117007071,632322,36.79667,102.87583
